Type                                  Module                      Label             Process   
edm::AssociationVector<edm::RefToBaseProd<reco::Jet>,vector<edm::RefVector<vector<reco::Track>,reco::Track,edm::refhelper::FindUsingAdvance<vector<reco::Track>,reco::Track> > >,edm::RefToBase<reco::Jet>,unsigned int,edm::helper::AssociationIdenticalKeyReference>    "ak4JetTracksAssociatorAtCaloFace"   ""                "Demo"    
edm::AssociationVector<edm::RefToBaseProd<reco::Jet>,vector<edm::RefVector<vector<reco::Track>,reco::Track,edm::refhelper::FindUsingAdvance<vector<reco::Track>,reco::Track> > >,edm::RefToBase<reco::Jet>,unsigned int,edm::helper::AssociationIdenticalKeyReference>    "ak4JetTracksAssociatorAtVertex"   ""                "Demo"    
edm::AssociationVector<edm::RefToBaseProd<reco::Jet>,vector<edm::RefVector<vector<reco::Track>,reco::Track,edm::refhelper::FindUsingAdvance<vector<reco::Track>,reco::Track> > >,edm::RefToBase<reco::Jet>,unsigned int,edm::helper::AssociationIdenticalKeyReference>    "ak4JetTracksAssociatorAtVertexJPT"   ""                "Demo"    
edm::AssociationVector<edm::RefToBaseProd<reco::Jet>,vector<edm::RefVector<vector<reco::Track>,reco::Track,edm::refhelper::FindUsingAdvance<vector<reco::Track>,reco::Track> > >,edm::RefToBase<reco::Jet>,unsigned int,edm::helper::AssociationIdenticalKeyReference>    "ak4JetTracksAssociatorAtVertexPF"   ""                "Demo"    
edm::AssociationVector<edm::RefToBaseProd<reco::Jet>,vector<edm::RefVector<vector<reco::Track>,reco::Track,edm::refhelper::FindUsingAdvance<vector<reco::Track>,reco::Track> > >,edm::RefToBase<reco::Jet>,unsigned int,edm::helper::AssociationIdenticalKeyReference>    "ak4JetTracksAssociatorExplicit"   ""                "Demo"    
edm::AssociationVector<edm::RefToBaseProd<reco::Jet>,vector<edm::RefVector<vector<reco::Track>,reco::Track,edm::refhelper::FindUsingAdvance<vector<reco::Track>,reco::Track> > >,edm::RefToBase<reco::Jet>,unsigned int,edm::helper::AssociationIdenticalKeyReference>    "ak4PFJetTracksAssociatorAtVertex"   ""                "Demo"    
edm::AssociationVector<edm::RefToBaseProd<reco::Jet>,vector<float>,edm::RefToBase<reco::Jet>,unsigned int,edm::helper::AssociationIdenticalKeyReference>    "pfChargeBJetTags"          ""                "Demo"    
edm::AssociationVector<edm::RefToBaseProd<reco::Jet>,vector<float>,edm::RefToBase<reco::Jet>,unsigned int,edm::helper::AssociationIdenticalKeyReference>    "pfCombinedCvsBJetTags"     ""                "Demo"    
edm::AssociationVector<edm::RefToBaseProd<reco::Jet>,vector<float>,edm::RefToBase<reco::Jet>,unsigned int,edm::helper::AssociationIdenticalKeyReference>    "pfCombinedCvsLJetTags"     ""                "Demo"    
edm::AssociationVector<edm::RefToBaseProd<reco::Jet>,vector<float>,edm::RefToBase<reco::Jet>,unsigned int,edm::helper::AssociationIdenticalKeyReference>    "pfCombinedInclusiveSecondaryVertexV2BJetTags"   ""                "Demo"    
edm::AssociationVector<edm::RefToBaseProd<reco::Jet>,vector<float>,edm::RefToBase<reco::Jet>,unsigned int,edm::helper::AssociationIdenticalKeyReference>    "pfCombinedMVAV2BJetTags"   ""                "Demo"    
edm::AssociationVector<edm::RefToBaseProd<reco::Jet>,vector<float>,edm::RefToBase<reco::Jet>,unsigned int,edm::helper::AssociationIdenticalKeyReference>    "pfCombinedSecondaryVertexV2BJetTags"   ""                "Demo"    
edm::AssociationVector<edm::RefToBaseProd<reco::Jet>,vector<float>,edm::RefToBase<reco::Jet>,unsigned int,edm::helper::AssociationIdenticalKeyReference>    "pfGhostTrackBJetTags"      ""                "Demo"    
edm::AssociationVector<edm::RefToBaseProd<reco::Jet>,vector<float>,edm::RefToBase<reco::Jet>,unsigned int,edm::helper::AssociationIdenticalKeyReference>    "pfJetBProbabilityBJetTags"   ""                "Demo"    
edm::AssociationVector<edm::RefToBaseProd<reco::Jet>,vector<float>,edm::RefToBase<reco::Jet>,unsigned int,edm::helper::AssociationIdenticalKeyReference>    "pfJetProbabilityBJetTags"   ""                "Demo"    
edm::AssociationVector<edm::RefToBaseProd<reco::Jet>,vector<float>,edm::RefToBase<reco::Jet>,unsigned int,edm::helper::AssociationIdenticalKeyReference>    "pfSimpleInclusiveSecondaryVertexHighEffBJetTags"   ""                "Demo"    
edm::AssociationVector<edm::RefToBaseProd<reco::Jet>,vector<float>,edm::RefToBase<reco::Jet>,unsigned int,edm::helper::AssociationIdenticalKeyReference>    "pfSimpleSecondaryVertexHighEffBJetTags"   ""                "Demo"    
edm::AssociationVector<edm::RefToBaseProd<reco::Jet>,vector<float>,edm::RefToBase<reco::Jet>,unsigned int,edm::helper::AssociationIdenticalKeyReference>    "pfTrackCountingHighEffBJetTags"   ""                "Demo"    
edm::AssociationVector<edm::RefToBaseProd<reco::Jet>,vector<float>,edm::RefToBase<reco::Jet>,unsigned int,edm::helper::AssociationIdenticalKeyReference>    "softPFElectronBJetTags"    ""                "Demo"    
edm::AssociationVector<edm::RefToBaseProd<reco::Jet>,vector<float>,edm::RefToBase<reco::Jet>,unsigned int,edm::helper::AssociationIdenticalKeyReference>    "softPFMuonBJetTags"        ""                "Demo"    
edm::AssociationVector<edm::RefToBaseProd<reco::Jet>,vector<float>,edm::RefToBase<reco::Jet>,unsigned int,edm::helper::AssociationIdenticalKeyReference>    "pfDeepCMVAJetTags"         "probb"           "Demo"    
edm::AssociationVector<edm::RefToBaseProd<reco::Jet>,vector<float>,edm::RefToBase<reco::Jet>,unsigned int,edm::helper::AssociationIdenticalKeyReference>    "pfDeepCSVJetTags"          "probb"           "Demo"    
edm::AssociationVector<edm::RefToBaseProd<reco::Jet>,vector<float>,edm::RefToBase<reco::Jet>,unsigned int,edm::helper::AssociationIdenticalKeyReference>    "pfDeepCMVAJetTags"         "probbb"          "Demo"    
edm::AssociationVector<edm::RefToBaseProd<reco::Jet>,vector<float>,edm::RefToBase<reco::Jet>,unsigned int,edm::helper::AssociationIdenticalKeyReference>    "pfDeepCSVJetTags"          "probbb"          "Demo"    
edm::AssociationVector<edm::RefToBaseProd<reco::Jet>,vector<float>,edm::RefToBase<reco::Jet>,unsigned int,edm::helper::AssociationIdenticalKeyReference>    "pfDeepCMVAJetTags"         "probc"           "Demo"    
edm::AssociationVector<edm::RefToBaseProd<reco::Jet>,vector<float>,edm::RefToBase<reco::Jet>,unsigned int,edm::helper::AssociationIdenticalKeyReference>    "pfDeepCSVJetTags"          "probc"           "Demo"    
edm::AssociationVector<edm::RefToBaseProd<reco::Jet>,vector<float>,edm::RefToBase<reco::Jet>,unsigned int,edm::helper::AssociationIdenticalKeyReference>    "pfDeepCMVAJetTags"         "probcc"          "Demo"    
edm::AssociationVector<edm::RefToBaseProd<reco::Jet>,vector<float>,edm::RefToBase<reco::Jet>,unsigned int,edm::helper::AssociationIdenticalKeyReference>    "pfDeepCMVAJetTags"         "probudsg"        "Demo"    
edm::AssociationVector<edm::RefToBaseProd<reco::Jet>,vector<float>,edm::RefToBase<reco::Jet>,unsigned int,edm::helper::AssociationIdenticalKeyReference>    "pfDeepCSVJetTags"          "probudsg"        "Demo"    
edm::AssociationVector<edm::RefToBaseProd<reco::Jet>,vector<reco::JetExtendedAssociation::JetExtendedData>,edm::RefToBase<reco::Jet>,unsigned int,edm::helper::AssociationIdenticalKeyReference>    "ak4JetExtender"            ""                "Demo"    
edm::ContainerMask<edmNew::DetSetVector<Phase2TrackerCluster1D> >    "convClusters"              ""                "Demo"    
edm::ContainerMask<edmNew::DetSetVector<Phase2TrackerCluster1D> >    "detachedQuadStepClusters"   ""                "Demo"    
edm::ContainerMask<edmNew::DetSetVector<Phase2TrackerCluster1D> >    "highPtTripletStepClusters"   ""                "Demo"    
edm::ContainerMask<edmNew::DetSetVector<Phase2TrackerCluster1D> >    "highPtTripletStepSeedClusterMask"   ""                "Demo"    
edm::ContainerMask<edmNew::DetSetVector<Phase2TrackerCluster1D> >    "initialStepSeedClusterMask"   ""                "Demo"    
edm::ContainerMask<edmNew::DetSetVector<Phase2TrackerCluster1D> >    "lowPtQuadStepClusters"     ""                "Demo"    
edm::ContainerMask<edmNew::DetSetVector<Phase2TrackerCluster1D> >    "lowPtTripletStepClusters"   ""                "Demo"    
edm::ContainerMask<edmNew::DetSetVector<Phase2TrackerCluster1D> >    "pixelPairStepClusters"     ""                "Demo"    
edm::ContainerMask<edmNew::DetSetVector<Phase2TrackerCluster1D> >    "pixelPairStepSeedClusterMask"   ""                "Demo"    
edm::ContainerMask<edmNew::DetSetVector<SiPixelCluster> >    "convClusters"              ""                "Demo"    
edm::ContainerMask<edmNew::DetSetVector<SiPixelCluster> >    "detachedQuadStepClusters"   ""                "Demo"    
edm::ContainerMask<edmNew::DetSetVector<SiPixelCluster> >    "highPtTripletStepClusters"   ""                "Demo"    
edm::ContainerMask<edmNew::DetSetVector<SiPixelCluster> >    "highPtTripletStepSeedClusterMask"   ""                "Demo"    
edm::ContainerMask<edmNew::DetSetVector<SiPixelCluster> >    "initialStepSeedClusterMask"   ""                "Demo"    
edm::ContainerMask<edmNew::DetSetVector<SiPixelCluster> >    "lowPtQuadStepClusters"     ""                "Demo"    
edm::ContainerMask<edmNew::DetSetVector<SiPixelCluster> >    "lowPtTripletStepClusters"   ""                "Demo"    
edm::ContainerMask<edmNew::DetSetVector<SiPixelCluster> >    "pixelPairStepClusters"     ""                "Demo"    
edm::ContainerMask<edmNew::DetSetVector<SiPixelCluster> >    "pixelPairStepSeedClusterMask"   ""                "Demo"    
edm::DetSetVector<CTPPSDiamondDigi>    "ctppsDiamondRawToDigi"     "TimingDiamond"   "Demo"    
edm::DetSetVector<CTPPSDiamondLocalTrack>    "ctppsDiamondLocalTracks"   ""                "Demo"    
edm::DetSetVector<CTPPSDiamondRecHit>    "ctppsDiamondRecHits"       ""                "Demo"    
edm::DetSetVector<CTPPSPixelCluster>    "ctppsPixelClusters"        ""                "Demo"    
edm::DetSetVector<CTPPSPixelDataError>    "ctppsPixelDigis"           ""                "Demo"    
edm::DetSetVector<CTPPSPixelDigi>     "ctppsPixelDigis"           ""                "Demo"    
edm::DetSetVector<CTPPSPixelLocalTrack>    "ctppsPixelLocalTracks"     ""                "Demo"    
edm::DetSetVector<CTPPSPixelRecHit>    "ctppsPixelRecHits"         ""                "Demo"    
edm::DetSetVector<SiStripDigi>        "siStripDigis"              "ZeroSuppressed"   "Demo"    
edm::DetSetVector<SiStripRawDigi>     "siStripDigis"              "ProcessedRaw"    "Demo"    
edm::DetSetVector<SiStripRawDigi>     "siStripDigis"              "ScopeMode"       "Demo"    
edm::DetSetVector<SiStripRawDigi>     "siStripDigis"              "VirginRaw"       "Demo"    
edm::DetSetVector<TotemRPCluster>     "totemRPClusterProducer"    ""                "Demo"    
edm::DetSetVector<TotemRPDigi>        "totemRPRawToDigi"          "TrackingStrip"   "Demo"    
edm::DetSetVector<TotemRPLocalTrack>    "totemRPLocalTrackFitter"   ""                "Demo"    
edm::DetSetVector<TotemRPRecHit>      "totemRPRecHitProducer"     ""                "Demo"    
edm::DetSetVector<TotemRPUVPattern>    "totemRPUVPatternFinder"    ""                "Demo"    
edm::DetSetVector<TotemTimingDigi>    "totemTimingRawToDigi"      "TotemTiming"     "Demo"    
edm::DetSetVector<TotemTimingLocalTrack>    "totemTimingLocalTracks"    ""                "Demo"    
edm::DetSetVector<TotemTimingRecHit>    "totemTimingRecHits"        ""                "Demo"    
edm::DetSetVector<TotemVFATStatus>    "ctppsDiamondRawToDigi"     "TimingDiamond"   "Demo"    
edm::DetSetVector<TotemVFATStatus>    "totemTimingRawToDigi"      "TotemTiming"     "Demo"    
edm::DetSetVector<TotemVFATStatus>    "totemRPRawToDigi"          "TrackingStrip"   "Demo"    
edm::EDCollection<DetId>              "interestingEcalDetIdEB"    ""                "Demo"    
edm::EDCollection<DetId>              "interestingEcalDetIdEBU"   ""                "Demo"    
edm::EDCollection<DetId>              "interestingEcalDetIdEE"    ""                "Demo"    
edm::EDCollection<DetId>              "interestingEcalDetIdOOTPFEB"   ""                "Demo"    
edm::EDCollection<DetId>              "interestingEcalDetIdOOTPFEE"   ""                "Demo"    
edm::EDCollection<DetId>              "interestingEcalDetIdOOTPFES"   ""                "Demo"    
edm::EDCollection<DetId>              "interestingEcalDetIdPFEB"   ""                "Demo"    
edm::EDCollection<DetId>              "interestingEcalDetIdPFEE"   ""                "Demo"    
edm::EDCollection<DetId>              "interestingEcalDetIdPFES"   ""                "Demo"    
edm::EDCollection<DetId>              "interestingEcalDetIdRefinedEB"   ""                "Demo"    
edm::EDCollection<DetId>              "interestingEcalDetIdRefinedEE"   ""                "Demo"    
edm::EDCollection<DetId>              "interestingEcalDetIdRefinedES"   ""                "Demo"    
edm::EDCollection<DetId>              "interestingGamIsoDetIdEB"   ""                "Demo"    
edm::EDCollection<DetId>              "interestingGamIsoDetIdEE"   ""                "Demo"    
edm::EDCollection<DetId>              "interestingGedEgammaIsoESDetId"   ""                "Demo"    
edm::EDCollection<DetId>              "interestingGedEgammaIsoHCALDetId"   ""                "Demo"    
edm::EDCollection<DetId>              "interestingGedEleIsoDetIdEB"   ""                "Demo"    
edm::EDCollection<DetId>              "interestingGedEleIsoDetIdEE"   ""                "Demo"    
edm::EDCollection<DetId>              "interestingGedGamIsoDetIdEB"   ""                "Demo"    
edm::EDCollection<DetId>              "interestingGedGamIsoDetIdEE"   ""                "Demo"    
edm::EDCollection<DetId>              "interestingOotEgammaIsoESDetId"   ""                "Demo"    
edm::EDCollection<DetId>              "interestingOotEgammaIsoHCALDetId"   ""                "Demo"    
edm::EDCollection<DetId>              "interestingOotGamIsoDetIdEB"   ""                "Demo"    
edm::EDCollection<DetId>              "interestingOotGamIsoDetIdEE"   ""                "Demo"    
edm::EDCollection<DetId>              "interestingTrackEcalDetIds"   ""                "Demo"    
edm::EDCollection<DetId>              "muonEcalDetIds"            ""                "Demo"    
edm::EDCollection<DetId>              "siStripDigis"              ""                "Demo"    
edm::EDCollection<EBDetId>            "ecalDigis"                 "EcalIntegrityChIdErrors"   "Demo"    
edm::EDCollection<EBDetId>            "ecalDigis"                 "EcalIntegrityGainErrors"   "Demo"    
edm::EDCollection<EBDetId>            "ecalDigis"                 "EcalIntegrityGainSwitchErrors"   "Demo"    
edm::EDCollection<EEDetId>            "ecalDigis"                 "EcalIntegrityChIdErrors"   "Demo"    
edm::EDCollection<EEDetId>            "ecalDigis"                 "EcalIntegrityGainErrors"   "Demo"    
edm::EDCollection<EEDetId>            "ecalDigis"                 "EcalIntegrityGainSwitchErrors"   "Demo"    
edm::EDCollection<EcalElectronicsId>    "ecalDigis"                 "EcalIntegrityBlockSizeErrors"   "Demo"    
edm::EDCollection<EcalElectronicsId>    "ecalDigis"                 "EcalIntegrityMemBlockSizeErrors"   "Demo"    
edm::EDCollection<EcalElectronicsId>    "ecalDigis"                 "EcalIntegrityMemChIdErrors"   "Demo"    
edm::EDCollection<EcalElectronicsId>    "ecalDigis"                 "EcalIntegrityMemGainErrors"   "Demo"    
edm::EDCollection<EcalElectronicsId>    "ecalDigis"                 "EcalIntegrityMemTtIdErrors"   "Demo"    
edm::EDCollection<EcalElectronicsId>    "ecalDigis"                 "EcalIntegrityTTIdErrors"   "Demo"    
edm::EDCollection<EcalElectronicsId>    "ecalDigis"                 "EcalIntegrityZSXtalIdErrors"   "Demo"    
edm::OwnVector<TrackingRecHit,edm::ClonePolicy<TrackingRecHit> >    "ckfInOutTracksFromConversions"   ""                "Demo"    
edm::OwnVector<TrackingRecHit,edm::ClonePolicy<TrackingRecHit> >    "ckfOutInTracksFromConversions"   ""                "Demo"    
edm::OwnVector<TrackingRecHit,edm::ClonePolicy<TrackingRecHit> >    "convStepTracks"            ""                "Demo"    
edm::OwnVector<TrackingRecHit,edm::ClonePolicy<TrackingRecHit> >    "conversionStepTracks"      ""                "Demo"    
edm::OwnVector<TrackingRecHit,edm::ClonePolicy<TrackingRecHit> >    "cosmicMuons"               ""                "Demo"    
edm::OwnVector<TrackingRecHit,edm::ClonePolicy<TrackingRecHit> >    "cosmicMuons1Leg"           ""                "Demo"    
edm::OwnVector<TrackingRecHit,edm::ClonePolicy<TrackingRecHit> >    "cosmicsVetoTracks"         ""                "Demo"    
edm::OwnVector<TrackingRecHit,edm::ClonePolicy<TrackingRecHit> >    "cosmicsVetoTracksRaw"      ""                "Demo"    
edm::OwnVector<TrackingRecHit,edm::ClonePolicy<TrackingRecHit> >    "detachedQuadStepTracks"    ""                "Demo"    
edm::OwnVector<TrackingRecHit,edm::ClonePolicy<TrackingRecHit> >    "displacedGlobalMuons"      ""                "Demo"    
edm::OwnVector<TrackingRecHit,edm::ClonePolicy<TrackingRecHit> >    "displacedStandAloneMuons"   ""                "Demo"    
edm::OwnVector<TrackingRecHit,edm::ClonePolicy<TrackingRecHit> >    "displacedTracks"           ""                "Demo"    
edm::OwnVector<TrackingRecHit,edm::ClonePolicy<TrackingRecHit> >    "earlyGeneralTracks"        ""                "Demo"    
edm::OwnVector<TrackingRecHit,edm::ClonePolicy<TrackingRecHit> >    "electronGsfTracks"         ""                "Demo"    
edm::OwnVector<TrackingRecHit,edm::ClonePolicy<TrackingRecHit> >    "electronGsfTracksFromMultiCl"   ""                "Demo"    
edm::OwnVector<TrackingRecHit,edm::ClonePolicy<TrackingRecHit> >    "generalTracks"             ""                "Demo"    
edm::OwnVector<TrackingRecHit,edm::ClonePolicy<TrackingRecHit> >    "globalMuons"               ""                "Demo"    
edm::OwnVector<TrackingRecHit,edm::ClonePolicy<TrackingRecHit> >    "highPtTripletStepTracks"   ""                "Demo"    
edm::OwnVector<TrackingRecHit,edm::ClonePolicy<TrackingRecHit> >    "initialStepTracks"         ""                "Demo"    
edm::OwnVector<TrackingRecHit,edm::ClonePolicy<TrackingRecHit> >    "lowPtGsfEleGsfTracks"      ""                "Demo"    
edm::OwnVector<TrackingRecHit,edm::ClonePolicy<TrackingRecHit> >    "lowPtQuadStepTracks"       ""                "Demo"    
edm::OwnVector<TrackingRecHit,edm::ClonePolicy<TrackingRecHit> >    "lowPtTripletStepTracks"    ""                "Demo"    
edm::OwnVector<TrackingRecHit,edm::ClonePolicy<TrackingRecHit> >    "mergedDuplicateDisplacedTracks"   ""                "Demo"    
edm::OwnVector<TrackingRecHit,edm::ClonePolicy<TrackingRecHit> >    "mergedDuplicateTracks"     ""                "Demo"    
edm::OwnVector<TrackingRecHit,edm::ClonePolicy<TrackingRecHit> >    "muonReducedTrackExtras"    ""                "Demo"    
edm::OwnVector<TrackingRecHit,edm::ClonePolicy<TrackingRecHit> >    "muonSeededTracksInOut"     ""                "Demo"    
edm::OwnVector<TrackingRecHit,edm::ClonePolicy<TrackingRecHit> >    "muonSeededTracksOutIn"     ""                "Demo"    
edm::OwnVector<TrackingRecHit,edm::ClonePolicy<TrackingRecHit> >    "muonSeededTracksOutInDisplaced"   ""                "Demo"    
edm::OwnVector<TrackingRecHit,edm::ClonePolicy<TrackingRecHit> >    "pixelPairStepTracks"       ""                "Demo"    
edm::OwnVector<TrackingRecHit,edm::ClonePolicy<TrackingRecHit> >    "preDuplicateMergingDisplacedTracks"   ""                "Demo"    
edm::OwnVector<TrackingRecHit,edm::ClonePolicy<TrackingRecHit> >    "preDuplicateMergingGeneralTracks"   ""                "Demo"    
edm::OwnVector<TrackingRecHit,edm::ClonePolicy<TrackingRecHit> >    "refittedStandAloneMuons"   ""                "Demo"    
edm::OwnVector<TrackingRecHit,edm::ClonePolicy<TrackingRecHit> >    "standAloneMuons"           ""                "Demo"    
edm::OwnVector<TrackingRecHit,edm::ClonePolicy<TrackingRecHit> >    "trackExtenderWithMTD"      ""                "Demo"    
edm::OwnVector<TrackingRecHit,edm::ClonePolicy<TrackingRecHit> >    "uncleanedOnlyCkfInOutTracksFromConversions"   ""                "Demo"    
edm::OwnVector<TrackingRecHit,edm::ClonePolicy<TrackingRecHit> >    "uncleanedOnlyCkfOutInTracksFromConversions"   ""                "Demo"    
edm::OwnVector<TrackingRecHit,edm::ClonePolicy<TrackingRecHit> >    "uncleanedOnlyElectronGsfTracks"   ""                "Demo"    
edm::OwnVector<TrackingRecHit,edm::ClonePolicy<TrackingRecHit> >    "tevMuons"                  "default"         "Demo"    
edm::OwnVector<TrackingRecHit,edm::ClonePolicy<TrackingRecHit> >    "tevMuons"                  "dyt"             "Demo"    
edm::OwnVector<TrackingRecHit,edm::ClonePolicy<TrackingRecHit> >    "tevMuons"                  "firstHit"        "Demo"    
edm::OwnVector<TrackingRecHit,edm::ClonePolicy<TrackingRecHit> >    "tevMuons"                  "picky"           "Demo"    
edm::RangeMap<CSCDetId,edm::OwnVector<CSCRecHit2D,edm::ClonePolicy<CSCRecHit2D> >,edm::ClonePolicy<CSCRecHit2D> >    "csc2DRecHits"              ""                "Demo"    
edm::RangeMap<CSCDetId,edm::OwnVector<CSCSegment,edm::ClonePolicy<CSCSegment> >,edm::ClonePolicy<CSCSegment> >    "cscSegments"               ""                "Demo"    
edm::RangeMap<DTChamberId,edm::OwnVector<DTRecSegment4D,edm::ClonePolicy<DTRecSegment4D> >,edm::ClonePolicy<DTRecSegment4D> >    "dt4DCosmicSegments"        ""                "Demo"    
edm::RangeMap<DTChamberId,edm::OwnVector<DTRecSegment4D,edm::ClonePolicy<DTRecSegment4D> >,edm::ClonePolicy<DTRecSegment4D> >    "dt4DSegments"              ""                "Demo"    
edm::RangeMap<DTLayerId,edm::OwnVector<DTRecHit1DPair,edm::ClonePolicy<DTRecHit1DPair> >,edm::ClonePolicy<DTRecHit1DPair> >    "dt1DCosmicRecHits"         ""                "Demo"    
edm::RangeMap<DTLayerId,edm::OwnVector<DTRecHit1DPair,edm::ClonePolicy<DTRecHit1DPair> >,edm::ClonePolicy<DTRecHit1DPair> >    "dt1DRecHits"               ""                "Demo"    
edm::RangeMap<GEMDetId,edm::OwnVector<GEMRecHit,edm::ClonePolicy<GEMRecHit> >,edm::ClonePolicy<GEMRecHit> >    "gemRecHits"                ""                "Demo"    
edm::RangeMap<GEMDetId,edm::OwnVector<GEMSegment,edm::ClonePolicy<GEMSegment> >,edm::ClonePolicy<GEMSegment> >    "gemSegments"               ""                "Demo"    
edm::RangeMap<ME0DetId,edm::OwnVector<ME0RecHit,edm::ClonePolicy<ME0RecHit> >,edm::ClonePolicy<ME0RecHit> >    "me0RecHits"                ""                "Demo"    
edm::RangeMap<ME0DetId,edm::OwnVector<ME0Segment,edm::ClonePolicy<ME0Segment> >,edm::ClonePolicy<ME0Segment> >    "me0Segments"               ""                "Demo"    
edm::RangeMap<RPCDetId,edm::OwnVector<RPCRecHit,edm::ClonePolicy<RPCRecHit> >,edm::ClonePolicy<RPCRecHit> >    "rpcRecHits"                ""                "Demo"    
edm::RefVector<vector<reco::Track>,reco::Track,edm::refhelper::FindUsingAdvance<vector<reco::Track>,reco::Track> >    "trackWithVertexRefSelector"   ""                "Demo"    
edm::RefVector<vector<reco::Track>,reco::Track,edm::refhelper::FindUsingAdvance<vector<reco::Track>,reco::Track> >    "trackWithVertexRefSelectorBeforeSorting"   ""                "Demo"    
edm::RefVector<vector<reco::Track>,reco::Track,edm::refhelper::FindUsingAdvance<vector<reco::Track>,reco::Track> >    "trackWithVertexRefSelectorBeforeSorting4D"   ""                "Demo"    
edm::RefVector<vector<reco::Track>,reco::Track,edm::refhelper::FindUsingAdvance<vector<reco::Track>,reco::Track> >    "trackWithVertexRefSelectorBeforeSorting4DnoPID"   ""                "Demo"    
edm::SortedCollection<CaloTower,edm::StrictWeakOrdering<CaloTower> >    "caloTowerForTrk"           ""                "Demo"    
edm::SortedCollection<CaloTower,edm::StrictWeakOrdering<CaloTower> >    "towerMaker"                ""                "Demo"    
edm::SortedCollection<CaloTower,edm::StrictWeakOrdering<CaloTower> >    "towerMakerWithHO"          ""                "Demo"    
edm::SortedCollection<EBSrFlag,edm::StrictWeakOrdering<EBSrFlag> >    "ecalDigis"                 ""                "Demo"    
edm::SortedCollection<EESrFlag,edm::StrictWeakOrdering<EESrFlag> >    "ecalDigis"                 ""                "Demo"    
edm::SortedCollection<ESDCCHeaderBlock,edm::StrictWeakOrdering<ESDCCHeaderBlock> >    "ecalPreshowerDigis"        ""                "Demo"    
edm::SortedCollection<ESKCHIPBlock,edm::StrictWeakOrdering<ESKCHIPBlock> >    "ecalPreshowerDigis"        ""                "Demo"    
edm::SortedCollection<EcalDCCHeaderBlock,edm::StrictWeakOrdering<EcalDCCHeaderBlock> >    "ecalDigis"                 ""                "Demo"    
edm::SortedCollection<EcalPnDiodeDigi,edm::StrictWeakOrdering<EcalPnDiodeDigi> >    "ecalDigis"                 ""                "Demo"    
edm::SortedCollection<EcalPseudoStripInputDigi,edm::StrictWeakOrdering<EcalPseudoStripInputDigi> >    "ecalDigis"                 "EcalPseudoStripInputs"   "Demo"    
edm::SortedCollection<EcalRecHit,edm::StrictWeakOrdering<EcalRecHit> >    "reducedEcalRecHitsEB"      ""                "Demo"    
edm::SortedCollection<EcalRecHit,edm::StrictWeakOrdering<EcalRecHit> >    "reducedEcalRecHitsEE"      ""                "Demo"    
edm::SortedCollection<EcalRecHit,edm::StrictWeakOrdering<EcalRecHit> >    "ecalDetailedTimeRecHit"    "EcalRecHitsEB"   "Demo"    
edm::SortedCollection<EcalRecHit,edm::StrictWeakOrdering<EcalRecHit> >    "ecalRecHit"                "EcalRecHitsEB"   "Demo"    
edm::SortedCollection<EcalRecHit,edm::StrictWeakOrdering<EcalRecHit> >    "ecalDetailedTimeRecHit"    "EcalRecHitsEE"   "Demo"    
edm::SortedCollection<EcalRecHit,edm::StrictWeakOrdering<EcalRecHit> >    "ecalRecHit"                "EcalRecHitsEE"   "Demo"    
edm::SortedCollection<EcalRecHit,edm::StrictWeakOrdering<EcalRecHit> >    "ecalPreshowerRecHit"       "EcalRecHitsES"   "Demo"    
edm::SortedCollection<EcalTriggerPrimitiveDigi,edm::StrictWeakOrdering<EcalTriggerPrimitiveDigi> >    "caloLayer1Digis"           ""                "Demo"    
edm::SortedCollection<EcalTriggerPrimitiveDigi,edm::StrictWeakOrdering<EcalTriggerPrimitiveDigi> >    "ecalTPSkim"                ""                "Demo"    
edm::SortedCollection<EcalTriggerPrimitiveDigi,edm::StrictWeakOrdering<EcalTriggerPrimitiveDigi> >    "ecalDigis"                 "EcalTriggerPrimitives"   "Demo"    
edm::SortedCollection<EcalUncalibratedRecHit,edm::StrictWeakOrdering<EcalUncalibratedRecHit> >    "ecalMultiFitUncalibRecHit"   "EcalUncalibRecHitsEB"   "Demo"    
edm::SortedCollection<EcalUncalibratedRecHit,edm::StrictWeakOrdering<EcalUncalibratedRecHit> >    "ecalMultiFitUncalibRecHit"   "EcalUncalibRecHitsEE"   "Demo"    
edm::SortedCollection<FTLRecHit,edm::StrictWeakOrdering<FTLRecHit> >    "mtdRecHits"                "FTLBarrel"       "Demo"    
edm::SortedCollection<FTLRecHit,edm::StrictWeakOrdering<FTLRecHit> >    "mtdRecHits"                "FTLEndcap"       "Demo"    
edm::SortedCollection<FTLUncalibratedRecHit,edm::StrictWeakOrdering<FTLUncalibratedRecHit> >    "mtdUncalibratedRecHits"    "FTLBarrel"       "Demo"    
edm::SortedCollection<FTLUncalibratedRecHit,edm::StrictWeakOrdering<FTLUncalibratedRecHit> >    "mtdUncalibratedRecHits"    "FTLEndcap"       "Demo"    
edm::SortedCollection<HBHEDataFrame,edm::StrictWeakOrdering<HBHEDataFrame> >    "hcalDigis"                 ""                "Demo"    
edm::SortedCollection<HBHERecHit,edm::StrictWeakOrdering<HBHERecHit> >    "hbhereco"                  ""                "Demo"    
edm::SortedCollection<HBHERecHit,edm::StrictWeakOrdering<HBHERecHit> >    "reducedHcalRecHits"        "hbhereco"        "Demo"    
